,type,title,district,price,area,bedroom,bathroom,incense,link
241,Đất nền,Bán lô đất nền khu dân cư gần khu du lịch BCR- phường Trường Thạnh,Q.9,"3,25 tỷ","82,3m²",0,0,Đ.Nam,https://propzy.vn/mua/ban-lo-dat-nen-khu-dan-cu-gan-khu-du-lich-bcr-phuong-truong-thanh-id112469
242,Đất nền,"1Bán đất nền Quận Gò Vấp - Hẻm xe hơi 3.7m - Khu an ninh, yên tĩnh",Q.Gò Vấp,"3,7 tỷ","37,4m²",0,0,T.Nam,https://propzy.vn/mua/1ban-dat-nen-quan-go-vap-hem-xe-hoi-3-7m-khu-an-ninh-yen-tinh-id112580
243,Đất nền,Bán nhà nát thuận tiện xây mới xã Trung Chánh- huyện Hóc Môn,H.Hóc Môn,"4,5 tỷ","136,1m²",0,0,Đ.Bắc,https://propzy.vn/mua/ban-nha-nat-thuan-tien-xay-moi-xa-trung-chanh-huyen-hoc-mon-id112613
244,Đất nền,"Đất nền HXT rộng 10m, P. Bình Hưng Hòa, Bình Tân - Thuận tiện xây dựng mới",Q.Bình Tân,"4,5 tỷ","53,5m²",0,0,T.Nam,https://propzy.vn/mua/dat-nen-hxt-rong-10m-p-binh-hung-hoa-binh-tan-thuan-tien-xay-dung-moi-id112565
245,Đất nền,"Bán đất nền 170,4m2 mặt tiền đường nội bộ 10m Bưng Ông Thoàn quận 9, sổ hồng riêng chính chủ.",Q.9,"5,452 tỷ","170,4m²",0,0,T.Nam,https://propzy.vn/mua/ban-dat-nen-170-4m2-mat-tien-duong-noi-bo-10m-bung-ong-thoan-quan-9-so-hong-rieng-chinh-chu-id111938
246,Đất nền,"Bán lô đất dự án 81,7m2, mặt tiền đường nội bộ rộng 8m, phường Phú Hữu - Quận 9",Q.9,"3,513 tỷ","81,7m²",0,0,Đ.Bắc,https://propzy.vn/mua/ban-lo-dat-du-an-81-7m2-mat-tien-duong-noi-bo-rong-8m-phuong-phu-huu-quan-9-id111962
247,Đất nền,"Bán nhà nát Quận 12 - Cách đường Trường Chinh 80m, Ngã tư An Sương 380m",Q.12,2 tỷ,"39,0m²",0,0,Đ.Nam,https://propzy.vn/mua/ban-nha-nat-quan-12-cach-duong-truong-chinh-80m-nga-tu-an-suong-380m-id112421
248,Đất nền,"Bán đất hẻm an ninh, đường số 2, phường Trường Thọ, Quận Thủ Đức",Q.Thủ Đức,"4,1 tỷ","114,7m²",0,0,Đ.Bắc,https://propzy.vn/mua/ban-dat-hem-an-ninh-duong-so-2-phuong-truong-tho-quan-thu-duc-id112292
249,Đất nền,"Bán đất hẻm xe hơi thông thoáng, phường Linh Tây, Quận Thủ Đức - Cách đại lộ Phạm Văn Đồng 100m",Q.Thủ Đức,"3,2 tỷ","79,6m²",0,0,Đ.Nam,https://propzy.vn/mua/ban-dat-hem-xe-hoi-thong-thoang-phuong-linh-tay-quan-thu-duc-cach-dai-lo-pham-van-dong-100m-id112280
250,Đất nền,Bán lô đất thổ cư mặt tiền đường nhựa lớn Quận 12 - 5 phút tới cầu Phú Long,Q.12,4 tỷ,"94,8m²",0,0,Đ.Bắc,https://propzy.vn/mua/ban-lo-dat-tho-cu-mat-tien-duong-nhua-lon-quan-12-5-phut-toi-cau-phu-long-id112325
251,Đất nền,Bán lô đất mặt tiền đường thông ra đường Song Hành Xa Lộ Hà Nội- đường trải nhựa rộng 12m,Q.9,32 tỷ,"436,0m²",0,0,Tây,https://propzy.vn/mua/ban-lo-dat-mat-tien-duong-thong-ra-duong-song-hanh-xa-lo-ha-noi-duong-trai-nhua-rong-12m-id112316
252,Đất nền,Bán đất nền Quận Gò Vấp - Đường nhựa 4.5m - Khu an ninh,Q.Gò Vấp,"6,8 tỷ","105,8m²",0,0,T.Nam,https://propzy.vn/mua/ban-dat-nen-quan-go-vap-duong-nhua-4-5m-khu-an-ninh-id112310
253,Đất nền,Bán đất mặt tiền đường 8m xã Phạm Văn Hai huyện Bình Chánh,H.Bình Chánh,"3,77 tỷ","129,8m²",0,0,Đ.Nam,https://propzy.vn/mua/ban-dat-mat-tien-duong-8m-xa-pham-van-hai-huyen-binh-chanh-id111875
254,Đất nền,Bán đất nền Quận Gò Vấp - Đường nhựa 6.2m - Khu dân cư đông đúc,Q.Gò Vấp,"4,5 tỷ","53,0m²",0,0,T.Bắc,https://propzy.vn/mua/ban-dat-nen-quan-go-vap-duong-nhua-6-2m-khu-dan-cu-dong-duc-id111788
255,Đất nền,Bán đất nền Bình Chánh,H.Bình Chánh,"2,05 tỷ","142,1m²",0,0,Đông,https://propzy.vn/mua/ban-dat-nen-binh-chanh-id111734
256,Đất nền,"Bán đất mặt tiền đường Quận 12 - Diện tích lớn, khu vực nhiều tiện ích",Q.12,160 tỷ,"6.270,0m²",0,0,Nam,https://propzy.vn/mua/ban-dat-mat-tien-duong-quan-12-dien-tich-lon-khu-vuc-nhieu-tien-ich-id111632
257,Đất nền,"Bán đất hẻm xe hơi, đường số 11, phường Trường Thọ, Quận Thủ Đức",Q.Thủ Đức,"3,8 tỷ","70,3m²",0,0,T.Nam,https://propzy.vn/mua/ban-dat-hem-xe-hoi-duong-so-11-phuong-truong-tho-quan-thu-duc-id111464
258,Đất nền,"Bán đất nền phường Bình An, quận 2. Khu dân cư hiện hữu.",Q.2,"15,5 tỷ","135,8m²",0,0,Đ.Bắc,https://propzy.vn/mua/ban-dat-nen-phuong-binh-an-quan-2-khu-dan-cu-hien-huu-id111554
259,Đất nền,"Bán đất nền hẻm xe hơi 4m P. Bình Trị Đông A, Bình Tân - Gần chợ Lê Văn Quới",Q.Bình Tân,"4,88 tỷ","72,5m²",0,0,T.Bắc,https://propzy.vn/mua/ban-dat-nen-hem-xe-hoi-4m-p-binh-tri-dong-a-binh-tan-gan-cho-le-van-quoi-id111245
260,Đất nền,"Bán gấp lô đất 2 mặt hẻm thông thoáng, ngay đường số 1, phường Tam Phú, Quận Thủ Đức",Q.Thủ Đức,"9,135 tỷ","261,0m²",0,0,Đ.Bắc,https://propzy.vn/mua/ban-gap-lo-dat-2-mat-hem-thong-thoang-ngay-duong-so-1-phuong-tam-phu-quan-thu-duc-id111089
261,Đất nền,"Bán đất nền hẻm xe hơi P. Bình Hưng Hòa B, quận Bình Tân - Thuận tiện đầu tư hoặc xây mới",Q.Bình Tân,"3,5 tỷ","58,3m²",0,0,Đ.Nam,https://propzy.vn/mua/ban-dat-nen-hem-xe-hoi-p-binh-hung-hoa-b-quan-binh-tan-thuan-tien-dau-tu-hoac-xay-moi-id110990
262,Đất nền,"Bán lô đất mặt tiền nội bộ rộng 8m, gần khu nhà ở Thịnh Vượng, Phường Long Thạnh Mỹ - quận 9.",Q.9,"3,7 tỷ","57,4m²",0,0,Nam,https://propzy.vn/mua/ban-lo-dat-mat-tien-noi-bo-rong-8m-gan-khu-nha-o-thinh-vuong-phuong-long-thanh-my-quan-9-id110831
263,Đất nền,"Bán lô đất lớn, vị trí góc 2 mặt đường rộng 10m, phường Phú Hữu - Quận 9",Q.9,"12,732 tỷ","424,4m²",0,0,T.Nam,https://propzy.vn/mua/ban-lo-dat-lon-vi-tri-goc-2-mat-duong-rong-10m-phuong-phu-huu-quan-9-id110885
264,Đất nền,Bán Đất hẻm thông thoáng Đường Nguyễn Văn Tạo Hiệp Phước Huyện Nhà Bè,H.Nhà Bè,"2,1 tỷ","80,0m²",0,0,Nam,https://propzy.vn/mua/ban-dat-hem-thong-thoang-duong-nguyen-van-tao-hiep-phuoc-huyen-nha-be-id110897
265,Đất nền,Bán đất giá tốt Đường Thanh niên xung Phong thông qua Đường Liên Ấp liên 3-4 Nguyễn văn Tạo  Huyện Nhà Bè,H.Nhà Bè,"2,6 tỷ","445,4m²",0,0,Đông,https://propzy.vn/mua/ban-dat-gia-tot-duong-thanh-nien-xung-phong-thong-qua-duong-lien-ap-lien-3-4-nguyen-van-tao-huyen-nha-be-id110819
266,Đất nền,Bán Đất Khu Dân Cư Mới Đường Rộng Thông Thoáng Đường Đào Tông Nguyên Huyện Nhà Bè,H.Nhà Bè,"2,5 tỷ","50,0m²",0,0,T.Bắc,https://propzy.vn/mua/ban-dat-khu-dan-cu-moi-duong-rong-thong-thoang-duong-dao-tong-nguyen-huyen-nha-be-id110744
267,Đất nền,Bán Đất Khu Dân Cư Mới Đường Rộng Thông Thoáng Đường Đào Tông Nguyên Huyện Nhà Bè,H.Nhà Bè,"2,5 tỷ","50,2m²",0,0,T.Bắc,https://propzy.vn/mua/ban-dat-khu-dan-cu-moi-duong-rong-thong-thoang-duong-dao-tong-nguyen-huyen-nha-be-id110750
268,Đất nền,Bán Đất Khu Dân Cư Mới Đường Rộng 12m Phước kiển Huyện Nhà Bè,H.Nhà Bè,"6,75 tỷ","125,0m²",0,0,T.Bắc,https://propzy.vn/mua/ban-dat-khu-dan-cu-moi-duong-rong-12m-phuoc-kien-huyen-nha-be-id110762
269,Đất nền,Bán Đất trồng cây mặt tiền Lê Văn Lương Nhơn Đức Huyện Nhà Bè-Đường Rộng 11m-thích hợp mua đầu tư,H.Nhà Bè,38 tỷ,"4.300,0m²",0,0,T.Bắc,https://propzy.vn/mua/ban-dat-trong-cay-mat-tien-le-van-luong-nhon-duc-huyen-nha-be-duong-rong-11m-thich-hop-mua-dau-tu-id110786
270,Đất nền,Bán Đất 6m Hẻm Xe Hơi Đường Huỳnh Tấn Phát Huyện Nhà Bè-Gần Khu Dân Cư Phú Xuân-UBND-Bưu Điện,H.Nhà Bè,"3,1 tỷ","100,0m²",0,0,Tây,https://propzy.vn/mua/ban-dat-6m-hem-xe-hoi-duong-huynh-tan-phat-huyen-nha-be-gan-khu-dan-cu-phu-xuan-ubnd-buu-dien-id110795
271,Đất nền,Bán Đất Nền Giá tốt Hẻm Xe Hơi 6m Đường Huỳnh tấn Phát Huyện Nhà Bè,H.Nhà Bè,"2,55 tỷ","59,7m²",0,0,T.Bắc,https://propzy.vn/mua/ban-dat-nen-gia-tot-hem-xe-hoi-6m-duong-huynh-tan-phat-huyen-nha-be-id110804
272,Đất nền,"Bán đất hẻm xe hơi, ngay Cầu Gò Dưa phường Hiệp Bình Chánh, Quận Thủ Đức",Q.Thủ Đức,"3,7 tỷ","52,4m²",0,0,Tây,https://propzy.vn/mua/ban-dat-hem-xe-hoi-ngay-cau-go-dua-phuong-hiep-binh-chanh-quan-thu-duc-id110477
273,Đất nền,Bán đất hẻm xe hơi Quận 12 - Cách đường Nguyễn Văn Quá 180m,Q.12,"4,9 tỷ","100,7m²",0,0,T.Bắc,https://propzy.vn/mua/ban-dat-hem-xe-hoi-quan-12-cach-duong-nguyen-van-qua-180m-id110537
274,Đất nền,"Bán đất nền hẻm xe tải 15m P. An Lạc, Bình Tân - Cách Võ Văn Kiệt 1km",Q.Bình Tân,"4,5 tỷ","65,7m²",0,0,Đ.Bắc,https://propzy.vn/mua/ban-dat-nen-hem-xe-tai-15m-p-an-lac-binh-tan-cach-vo-van-kiet-1km-id110243
275,Đất nền,"Bán đất nền mặt tiền đường nội bộ P. An Lạc, Bình Tân - Thuộc khu dân cư Hương Lộ 5",Q.Bình Tân,"4,3 tỷ","80,0m²",0,0,T.Nam,https://propzy.vn/mua/ban-dat-nen-mat-tien-duong-noi-bo-p-an-lac-binh-tan-thuoc-khu-dan-cu-huong-lo-5-id110219
276,Đất nền,"Bán đất mặt tiền Quận 12 - Cách Trường THPT Võ Trường Toản 430m, cách đường Lê Văn Khương 520m",Q.12,"5,3 tỷ","86,5m²",0,0,T.Nam,https://propzy.vn/mua/ban-dat-mat-tien-quan-12-cach-truong-thpt-vo-truong-toan-430m-cach-duong-le-van-khuong-520m-id109988
277,Đất nền,"Bán lô góc 3 mặt tiền đường nhựa 10m, phường Hiệp Bình Chánh, Quận Thủ Đức",Q.Thủ Đức,"13,6 tỷ","200,0m²",0,0,T.Nam,https://propzy.vn/mua/ban-lo-goc-3-mat-tien-duong-nhua-10m-phuong-hiep-binh-chanh-quan-thu-duc-id110045
278,Đất nền,"Bán lô đất biệt thự mặt tiền đường nội bộ, phường Hiệp Bình Chánh, Quận Thủ Đức",Q.Thủ Đức,9 tỷ,"119,0m²",0,0,T.Nam,https://propzy.vn/mua/ban-lo-dat-biet-thu-mat-tien-duong-noi-bo-phuong-hiep-binh-chanh-quan-thu-duc-id110042
279,Đất nền,"Bán đất biệt thự mặt tiền đườg nội bộ, phường Hiệp Bình Chánh, Quận Thủ Đức",Q.Thủ Đức,"9,17 tỷ","131,0m²",0,0,Đ.Nam,https://propzy.vn/mua/ban-dat-biet-thu-mat-tien-duog-noi-bo-phuong-hiep-binh-chanh-quan-thu-duc-id110036
280,Đất nền,"Bán đất nền hẻm xe hơi 5m P. Bình Trị Đông A, Bình Tân - Thuận tiện xây mới",Q.Bình Tân,"3,6 tỷ","80,0m²",0,0,Đ.Bắc,https://propzy.vn/mua/ban-dat-nen-hem-xe-hoi-5m-p-binh-tri-dong-a-binh-tan-thuan-tien-xay-moi-id110069
281,Đất nền,Chủ nhà cần bán gấp đất nền Lê Quang Định Bình Thạnh,Q.Bình Thạnh,16 tỷ,"14,9m²",0,0,Đ.Nam,https://propzy.vn/mua/chu-nha-can-ban-gap-dat-nen-le-quang-dinh-binh-thanh-id110039
282,Đất nền,"Bán gấp lô đất nở hậu, hẻm xe hơi đường Cây Keo, phường Tam Phú, Quận Thủ Đức",Q.Thủ Đức,"4,2 tỷ","81,1m²",0,0,T.Nam,https://propzy.vn/mua/ban-gap-lo-dat-no-hau-hem-xe-hoi-duong-cay-keo-phuong-tam-phu-quan-thu-duc-id110000
283,Đất nền,"Bán đất thổ cư 100% Quận 12 - Đường xe tải di chuyển, 600m ra đường chính.",Q.12,62 tỷ,"3.253,3m²",0,0,Bắc,https://propzy.vn/mua/ban-dat-tho-cu-100-quan-12-duong-xe-tai-di-chuyen-600m-ra-duong-chinh-id109817
284,Đất nền,Bán đất nền Quận Tân Phú - Hẻm xe hơi.,Q.Tân Phú,"7,6 tỷ","64,0m²",0,0,Đ.Nam,https://propzy.vn/mua/ban-dat-nen-quan-tan-phu-hem-xe-hoi-id109961
285,Đất nền,"Bán đất nền 2 mặt hẻm P. Bình Trị Đông, Bình Tân - Thuận tiện kinh doanh",Q.Bình Tân,"3,3 tỷ","56,7m²",0,0,Bắc,https://propzy.vn/mua/ban-dat-nen-2-mat-hem-p-binh-tri-dong-binh-tan-thuan-tien-kinh-doanh-id109880
286,Đất nền,"Đất nền HXT rộng 7m, P. Tân Tạo, Bình Tân - Thuận tiện xây dựng mới",Q.Bình Tân,"2,75 tỷ","57,0m²",0,0,Tây,https://propzy.vn/mua/dat-nen-hxt-rong-7m-p-tan-tao-binh-tan-thuan-tien-xay-dung-moi-id109793
287,Đất nền,"Đất nền HXT rộng 7m, P. Tân Tạo, Bình Tân - Thuận tiện xây dựng mới",Q.Bình Tân,"2,75 tỷ","57,1m²",0,0,Tây,https://propzy.vn/mua/dat-nen-hxt-rong-7m-p-tan-tao-binh-tan-thuan-tien-xay-dung-moi-id109784
288,Đất nền,"Bán đất nền hẻm xe hơi Quận 12 - Sau lưng trường THPT Võ Trường Toản, cách đường Lê Văn Khương 300m",Q.12,"2,5 tỷ","40,5m²",0,0,T.Bắc,https://propzy.vn/mua/ban-dat-nen-hem-xe-hoi-quan-12-sau-lung-truong-thpt-vo-truong-toan-cach-duong-le-van-khuong-300m-id109658
289,Đất nền,"Bán gấp lô đất, giáp mặt tiền đường nội bộ, phường Tăng Nhơn Phú A - Quận 9.",Q.9,"3,1 tỷ","64,0m²",0,0,Tây,https://propzy.vn/mua/ban-gap-lo-dat-giap-mat-tien-duong-noi-bo-phuong-tang-nhon-phu-a-quan-9-id109247
290,Đất nền,"Bán đất nền MT đường P. Tân Tạo, Bình Tân - Thuận tiện xây dựng kho xưởng",Q.Bình Tân,15 tỷ,"433,1m²",0,0,T.Bắc,https://propzy.vn/mua/ban-dat-nen-mt-duong-p-tan-tao-binh-tan-thuan-tien-xay-dung-kho-xuong-id109607
291,Đất nền,"Bán đất hẻm xe Tải, thổ cư 100% phường Hiệp Bình Phước, Quận Thủ Đức",Q.Thủ Đức,"2,52 tỷ","51,5m²",0,0,Đ.Bắc,https://propzy.vn/mua/ban-dat-hem-xe-tai-tho-cu-100-phuong-hiep-binh-phuoc-quan-thu-duc-id109538
292,Đất nền,"Bán lô đất nở hậu, hẻm xe hơi gần Chợ Tam Hải, phường Tam Bình, Quận Thủ Đức",Q.Thủ Đức,9 tỷ,"309,8m²",0,0,T.Bắc,https://propzy.vn/mua/ban-lo-dat-no-hau-hem-xe-hoi-gan-cho-tam-hai-phuong-tam-binh-quan-thu-duc-id109166
293,Đất nền,"Bán đất thổ cư, gần Sông Sài Gòn phường Hiệp Bình Phước Quận Thủ Đức",Q.Thủ Đức,"3,7 tỷ","52,5m²",0,0,Nam,https://propzy.vn/mua/ban-dat-tho-cu-gan-song-sai-gon-phuong-hiep-binh-phuoc-quan-thu-duc-id109115
294,Đất nền,"Chính chủ bán đất thổ cư 100%, hẻm xe Tải, phường Tam Phú, Quận Thủ Đức",Q.Thủ Đức,"2,95 tỷ","50,8m²",0,0,T.Nam,https://propzy.vn/mua/chinh-chu-ban-dat-tho-cu-100-hem-xe-tai-phuong-tam-phu-quan-thu-duc-id109220
295,Đất nền,Bán lô đất nền huyện Hóc Môn- cách MT đường Nguyễn Văn Bứa 750m,H.Hóc Môn,"16,8 tỷ","1.714,6m²",0,0,Đ.Bắc,https://propzy.vn/mua/ban-lo-dat-nen-huyen-hoc-mon-cach-mt-duong-nguyen-van-bua-750m-id109205
296,Đất nền,"Đất nền HXH, P. Bình Hưng Hòa, Bình Tân - Đối diện KCD Celadon City Tân Phú",Q.Bình Tân,"5,3 tỷ","80,0m²",0,0,T.Nam,https://propzy.vn/mua/dat-nen-hxh-p-binh-hung-hoa-binh-tan-doi-dien-kcd-celadon-city-tan-phu-id109055
297,Đất nền,"Bán lô góc, 2 mặt hẻm xe Tải, phường Linh Trung, Quận Thủ Đức",Q.Thủ Đức,"6,3 tỷ","64,2m²",0,0,Nam,https://propzy.vn/mua/ban-lo-goc-2-mat-hem-xe-tai-phuong-linh-trung-quan-thu-duc-id108758
298,Đất nền,"Bán đất diện tích lớn, hẻm xe hơi, phường Bình Chiểu, Quận Thủ Đức. Ngay Khu Công Nghiệp Linh Trung 2",Q.Thủ Đức,"5,596 tỷ","279,8m²",0,0,T.Bắc,https://propzy.vn/mua/ban-dat-dien-tich-lon-hem-xe-hoi-phuong-binh-chieu-quan-thu-duc-ngay-khu-cong-nghiep-linh-trung-2-id108836
299,Đất nền,Bán đất nền huyện Bình Chánh hẻm ô tô,H.Bình Chánh,"4,5 tỷ","224,8m²",0,0,Bắc,https://propzy.vn/mua/ban-dat-nen-huyen-binh-chanh-hem-o-to-id108812
300,Đất nền,"Bán đất nền mặt tiền đường nội bộ P. Tân Tạo, Bình Tân - Gần khu Tên Lửa, đất diện tích xây biệt thự",Q.Bình Tân,"10,6 tỷ","200,0m²",0,0,Đ.Bắc,https://propzy.vn/mua/ban-dat-nen-mat-tien-duong-noi-bo-p-tan-tao-binh-tan-gan-khu-ten-lua-dat-dien-tich-xay-biet-thu-id108806
301,Đất nền,Bán đất nền đường nhựa 12m - Nguyễn Văn Quá Quận 12,Q.12,"2,67 tỷ","50,0m²",0,0,T.Bắc,https://propzy.vn/mua/ban-dat-nen-duong-nhua-12m-nguyen-van-qua-quan-12-id108809
302,Đất nền,Bán đất nền hẻm xe hơi 6m Huyện Nhà Bè Đường Đào Tông Nguyên-Đất Đẹp vuông vứt Sổ hồng chính chủ -pháp lý minh bạch-rõ ràng,H.Nhà Bè,"2,45 tỷ","50,1m²",0,0,Đ.Nam,https://propzy.vn/mua/ban-dat-nen-hem-xe-hoi-6m-huyen-nha-be-duong-dao-tong-nguyen-dat-dep-vuong-vut-so-hong-chinh-chu-phap-ly-minh-bach-ro-rang-id108740
303,Đất nền,Bán đất Hẻm 12m đưởng rộng thông thoáng Phước kiển Huyện Nhà Bè-Đường Lê Văn Lương,H.Nhà Bè,"7,117 tỷ","131,8m²",0,0,Bắc,https://propzy.vn/mua/ban-dat-hem-12m-duong-rong-thong-thoang-phuoc-kien-huyen-nha-be-duong-le-van-luong-id108695
304,Đất nền,"Bán đất mặt tiền đường số, phường Linh Đông, Quận Thủ Đức. Hướng Nam",Q.Thủ Đức,"14,5 tỷ","266,6m²",0,0,Nam,https://propzy.vn/mua/ban-dat-mat-tien-duong-so-phuong-linh-dong-quan-thu-duc-huong-nam-id108635
305,Đất nền,"Bán đất mặt tiền đường số 6, phường Hiệp Bình Phước, Quận Thủ Đức",Q.Thủ Đức,11 tỷ,"182,5m²",0,0,T.Nam,https://propzy.vn/mua/ban-dat-mat-tien-duong-so-6-phuong-hiep-binh-phuoc-quan-thu-duc-id108611
306,Đất nền,"Bán đất mặt tiền đường số 6, phường Hiệp Bình Phước, Quận Thủ Đức",Q.Thủ Đức,12 tỷ,"197,4m²",0,0,T.Nam,https://propzy.vn/mua/ban-dat-mat-tien-duong-so-6-phuong-hiep-binh-phuoc-quan-thu-duc-id108617
307,Đất nền,"Bán đất nở hậu mặt tiền đường số, phường Trường Thọ, Quận Thủ Đức",Q.Thủ Đức,"6,9 tỷ","97,3m²",0,0,Đ.Nam,https://propzy.vn/mua/ban-dat-no-hau-mat-tien-duong-so-phuong-truong-tho-quan-thu-duc-id108590
308,Đất nền,"Bán đất 2 mặt hẻm xe hơi, phường Trường Thọ, Quận Thủ Đức. Sổ hồng chính chủ",Q.Thủ Đức,"3,05 tỷ","78,8m²",0,0,Đ.Nam,https://propzy.vn/mua/ban-dat-2-mat-hem-xe-hoi-phuong-truong-tho-quan-thu-duc-so-hong-chinh-chu-id108485
309,Đất nền,"Bán đất mặt tiền đường nội bộ, phường Hiệp Bình Chánh, Quận Thủ Đức",Q.Thủ Đức,"5,7 tỷ","91,5m²",0,0,Đ.Nam,https://propzy.vn/mua/ban-dat-mat-tien-duong-noi-bo-phuong-hiep-binh-chanh-quan-thu-duc-id108281
310,Đất nền,"Bán đất mặt tiền đường nội bộ, phường Hiệp Bình Phước, Quận Thủ Đức",Q.Thủ Đức,"13,15 tỷ","263,0m²",0,0,T.Bắc,https://propzy.vn/mua/ban-dat-mat-tien-duong-noi-bo-phuong-hiep-binh-phuoc-quan-thu-duc-id108254
311,Đất nền,"Bán đất nền đường nội bộ 12m Khu Công Đoàn ĐH Mở, Trường Thạnh, Quận 9",Q.9,"4,1 tỷ","152,0m²",0,0,T.Bắc,https://propzy.vn/mua/ban-dat-nen-duong-noi-bo-12m-khu-cong-doan-dh-mo-truong-thanh-quan-9-id108305
312,Đất nền,Bán đất hẻm thông thoáng Đường Nguyễn Văn Tạo Hiệp Phước Huyện Nhà Bè,H.Nhà Bè,3 tỷ,"321,4m²",0,0,Đ.Nam,https://propzy.vn/mua/ban-dat-hem-thong-thoang-duong-nguyen-van-tao-hiep-phuoc-huyen-nha-be-id108179
313,Đất nền,Bán đất nền hai mặt tiền Quận 12 - Cách chợ Cầu Đồng 760m,Q.12,9 tỷ,"389,7m²",0,0,Đ.Bắc,https://propzy.vn/mua/ban-dat-nen-hai-mat-tien-quan-12-cach-cho-cau-dong-760m-id107828
314,Đất nền,"Bán gấp lô đất đường nhựa xe tải, phường Bình Chiểu, Quận Thủ Đức",Q.Thủ Đức,"3,3 tỷ","94,8m²",0,0,T.Bắc,https://propzy.vn/mua/ban-gap-lo-dat-duong-nhua-xe-tai-phuong-binh-chieu-quan-thu-duc-id107831
315,Đất nền,Bán đất hẻm xe hơi quận Tân Phú -  khu dân cư sầm uất.,Q.Tân Phú,"4,3 tỷ","48,0m²",0,0,Tây,https://propzy.vn/mua/ban-dat-hem-xe-hoi-quan-tan-phu-khu-dan-cu-sam-uat-id107630
316,Đất nền,"Bán gấp lô đất đường xe tải, phường Trường Trọ, Quận Thủ Đức",Q.Thủ Đức,"12,6 tỷ","242,4m²",0,0,T.Bắc,https://propzy.vn/mua/ban-gap-lo-dat-duong-xe-tai-phuong-truong-tro-quan-thu-duc-id107675
317,Đất nền,"Bán lô đất Mặt tiền đường nội bộ, Phường Tăng Nhơn Phú B - Quận 9.",Q.9,"4,85 tỷ","58,8m²",0,0,Đ.Bắc,https://propzy.vn/mua/ban-lo-dat-mat-tien-duong-noi-bo-phuong-tang-nhon-phu-b-quan-9-id107777
318,Đất nền,Bán đất nền hẻm xe hơi quận 7 - Tặng giấy phép xây dựng,Q.7,"6,5 tỷ","74,3m²",0,0,Đ.Bắc,https://propzy.vn/mua/ban-dat-nen-hem-xe-hoi-quan-7-tang-giay-phep-xay-dung-id107813
319,Đất nền,"Bán đất hẻm xe hơi, gần cầu vượt Gò Dưa phường Tam Bình, Quận Thủ Đức",Q.Thủ Đức,"3,25 tỷ","58,6m²",0,0,T.Bắc,https://propzy.vn/mua/ban-dat-hem-xe-hoi-gan-cau-vuot-go-dua-phuong-tam-binh-quan-thu-duc-id107621
320,Đất nền,"Bán đất mặt tiền đường nội bộ, phường Linh Tây, Quận Thủ Đức",Q.Thủ Đức,"3,3 tỷ","46,5m²",0,0,--,https://propzy.vn/mua/ban-dat-mat-tien-duong-noi-bo-phuong-linh-tay-quan-thu-duc-id107615
321,Đất nền,"Cần bán gấp lô đất nền phường Long Thạnh Mỹ, Quận 9 - Hướng Tây Nam.",Q.9,"2,83 tỷ","53,8m²",0,0,Tây,https://propzy.vn/mua/can-ban-gap-lo-dat-nen-phuong-long-thanh-my-quan-9-huong-tay-nam-id107714
322,Đất nền,"Chính chủ cần bán gấp lô đất hẻm xe Tải, phường Linh Trung, Quận Thủ Đức",Q.Thủ Đức,"3,9 tỷ","103,1m²",0,0,Đ.Bắc,https://propzy.vn/mua/chinh-chu-can-ban-gap-lo-dat-hem-xe-tai-phuong-linh-trung-quan-thu-duc-id107567
323,Đất nền,"Bán lô đất mặt tiền đường nội bộ, Phường Trường Thạnh - Quận 9",Q.9,4 tỷ,"66,7m²",0,0,T.Bắc,https://propzy.vn/mua/ban-lo-dat-mat-tien-duong-noi-bo-phuong-truong-thanh-quan-9-id107543
